source,target,distance
sylius/promotions-bundle,sylius/promotions-bundle,0
sylius/promotions-bundle,sylius/promotion-bundle,1
teodortalov/citrix,teodortalov/citrix,0
telesign/telesign,telesign/telesign,0
webmozart/assert,webmozart/assert,0
twig/twig,twig/twig,0
vlucas/phpdotenv,vlucas/phpdotenv,0
aws/aws-sdk-php,tws/tws-sdk-php,2
psr/container,vs/container,2
twig/extensions,twig/extensions,0
twilio/sdk,twilio/sdk,0
videlalvaro/php-amqplib,videlalvaro/php-amqplib,0
tymon/jwt-auth,tymon/jwt-auth,0
webmozart/path-util,webmozart/path-util,0
twbs/bootstrap,twbs/bootstrap,0
vich/uploader-bundle,vich/uploader-bundle,0
tubalmartin/cssmin,tubalmartin/cssmin,0
webflo/drupal-finder,webflo/drupal-finder,0
webpatser/laravel-uuid,webpatser/laravel-uuid,0
ua-parser/uap-php,ua-parser/uap-php,0
way/generators,way/generators,0
typo3/cms-composer-installers,typo3/cms-composer-installers,0
venturecraft/revisionable,venturecraft/revisionable,0
typo3/class-alias-loader,typo3/class-alias-loader,0
typo3/cms,typo3/cms,0
webonyx/graphql-php,webonyx/graphql-php,0
twitter/bootstrap,twitter/bootstrap,0
vinkla/hashids,vinkla/hashids,0
typo3fluid/fluid,typo3fluid/fluid,0
vakata/jstree,vakata/jstree,0
vimeo/vimeo-api,vimeo/vimeo-api,0
umpirsky/country-list,umpirsky/country-list,0
watson/rememberable,watson/rememberable,0
umpirsky/twig-php-function,umpirsky/twig-php-function,0
wa72/htmlpagedom,wa72/htmlpagedom,0
watson/validating,watson/validating,0
vlucas/valitron,vlucas/valitron,0
webfactory/exceptions-bundle,webfactory/exceptions-bundle,0
voku/portable-utf8,voku/portable-utf8,0
twbs/bootstrap-sass,twbs/bootstrap-sass,0
vierbergenlars/php-semver,vierbergenlars/php-semver,0
vladimir-yuldashev/laravel-queue-rabbitmq,vladimir-yuldashev/laravel-queue-rabbitmq,0
webpatser/laravel-countries,webpatser/laravel-countries,0
webflo/drupal-core-require-dev,webflo/drupal-core-require-dev,0
webmozart/glob,webmozart/glob,0
violet/streaming-json-encoder,violet/streaming-json-encoder,0
typo3/cms-cli,typo3/cms-cli,0
unisharp/laravel-filemanager,unisharp/laravel-filemanager,0
undefinedoffset/sortablegridfield,undefinedoffset/sortablegridfield,0
vinkla/pusher,vinkla/pusher,0
vinkla/algolia,vinkla/algolia,0
uecode/qpush-bundle,uecode/qpush-bundle,0
ulrichsg/getopt-php,ulrichsg/getopt-php,0
vresh/twilio-bundle,vresh/twilio-bundle,0
typo3/flow,typo3/flow,0
tuupola/slim-jwt-auth,tuupola/slim-jwt-auth,0
typo3/fluid,typo3/fluid,0
uxweb/sweet-alert,uxweb/sweet-alert,0
unclecheese/betterbuttons,unclecheese/betterbuttons,0
victorjonsson/markdowndocs,victorjonsson/markdowndocs,0
upstatement/routes,upstatement/routes,0
typo3/eel,typo3/eel,0
tuupola/slim-basic-auth,tuupola/slim-basic-auth,0
twistor/flysystem-stream-wrapper,twistor/flysystem-stream-wrapper,0
typo3/party,typo3/party,0
twistor/stream-util,twistor/stream-util,0
watson/sitemap,watson/sitemap,0
fuel/email,ueb/email,2
way/laravel-test-helpers,way/laravel-test-helpers,0
voku/anti-xss,voku/anti-xss,0
vimeo/psalm,vimeo/psalm,0
unisharp/laravel-ckeditor,unisharp/laravel-ckeditor,0
websharks/css-minifier,websharks/css-minifier,0
websharks/css-minifier,websharks/js-minifier,2
vova07/yii2-imperavi-widget,vova07/yii2-imperavi-widget,0
tumblr/tumblr,tumblr/tumblr,0
typo3/buildessentials,typo3/buildessentials,0
webimpress/http-middleware-compatibility,webimpress/http-middleware-compatibility,0
unclecheese/display-logic,unclecheese/display-logic,0
voryx/thruway,voryx/thruway,0
webmozart/json,webmozart/json,0
umpirsky/twig-gettext-extractor,umpirsky/twig-gettext-extractor,0
webimpress/composer-extra-dependency,webimpress/composer-extra-dependency,0
typo3/kickstart,typo3/kickstart,0
ublaboo/responses,ublaboo/responses,0
webflo/drupal-core-strict,webflo/drupal-core-strict,0
ublaboo/datagrid,ublaboo/datagrid,0
typo3/imagine,typo3/imagine,0
vluzrmos/tinker,vluzrmos/tinker,0
typo3/media,typo3/media,0
uploadcare/uploadcare-php,uploadcare/uploadcare-php,0
webignition/url,webignition/url,0
typo3/form,typo3/form,0
vrana/adminer,vrana/adminer,0
wbraganca/yii2-dynamicform,wbraganca/yii2-dynamicform,0
typo3/twitter-bootstrap,typo3/twitter-bootstrap,0
typo3/setup,typo3/setup,0
urbanairship/urbanairship,urbanairship/urbanairship,0
typo3/testing-framework,typo3/testing-framework,0
typo3/neos,typo3/neos,0
vipsoft/doctrine-data-fixtures-extension,vipsoft/doctrine-data-fixtures-extension,0
typo3/typoscript,typo3/typoscript,0
typo3/typo3cr,typo3/typo3cr,0
wamania/php-stemmer,wamania/php-stemmer,0
tufanbarisyildirim/php-apk-parser,tufanbarisyildirim/php-apk-parser,0
watson/bootstrap-form,watson/bootstrap-form,0
tucker-eric/eloquentfilter,tucker-eric/eloquentfilter,0
vinkla/vimeo,vinkla/vimeo,0
typo3/neos-nodetypes,typo3/neos-nodetypes,0
unclead/yii2-multiple-input,unclead/yii2-multiple-input,0
uservoice/uservoice,uservoice/uservoice,0
webignition/json-pretty-print,webignition/json-pretty-print,0
wazaari/monolog-mysql,wazaari/monolog-mysql,0
typhonius/acquia-php-sdk-v2,typhonius/acquia-php-sdk-v2,0
userscape/customerio,userscape/customerio,0
neos/setup,ves/setup,2
unicodeveloper/laravel-password,unicodeveloper/laravel-password,0
vipx/bot-detect,vipx/bot-detect,0
vend/mysql-uuid,vend/mysql-uuid,0
webcreate/jquery-ias,webcreate/jquery-ias,0
vinelab/cdn,vinelab/cdn,0
vube/monolog-splunk-formatter,vube/monolog-splunk-formatter,0
vend/phanglia,vend/phanglia,0
typo3/cms-core,typo3/cms-core,0
typo3/cms-core,typo3/cms-form,2
tuupola/base62,tuupola/base58,2
tuupola/base62,tuupola/base32,1
tuupola/base62,tuupola/base85,2
tuupola/base62,tuupola/base62,0
typo3/cms-extbase,typo3/cms-extbase,0
typo3/cms-backend,typo3/cms-backend,0
typo3/cms-fluid,typo3/cms-fluid,0
typo3/cms-frontend,typo3/cms-frontend,0
version/version,version/version,0
watson/active,watson/active,0
usmanhalalit/viocon,usmanhalalit/viocon,0
tuupola/cors-middleware,tuupola/cors-middleware,0
typo3/cms-install,typo3/cms-install,0
vinelab/http,vinelab/http,0
unitedprototype/php-ga,unitedprototype/php-ga,0
unitedprototype/php-ga,united-prototype/php-ga,1
typo3/cms-extensionmanager,typo3/cms-extensionmanager,0
vlucas/spot2,vlucas/spot2,0
vlucas/spot2,vlucas/spot,1
vasek-purchart/doctrine-date-time-immutable-types,vasek-purchart/doctrine-date-time-immutable-types,0
typo3/cms-recordlist,typo3/cms-recordlist,0
webshopapps/module-matrixrate,webshopapps/module-matrixrate,0
weblee/mandrill,weblee/mandrill,0
waavi/translation,waavi/translation,0
typo3/cms-filelist,typo3/cms-filelist,0
typo3/minimal,typo3/minimal,0
typo3/neos-kickstarter,typo3/neos-kickstarter,0
valiton/harbourmaster,valiton/harbourmaster,0
voku/urlify,voku/urlify,0
weavora/mink-extra-context,weavora/mink-extra-context,0
typo3/neos-seo,typo3/neos-seo,0
twisto-payments/twisto,twisto-payments/twisto,0
vanderlee/php-stable-sort-functions,vanderlee/php-stable-sort-functions,0
vladkens/autoprefixer,vladkens/autoprefixer,0
vend/resque,vend/resque,0
typo3/swiftmailer,typo3/swiftmailer,0
webit/eval-math,webit/eval-math,0
ujjwal/currency-converter,ujjwal/currency-converter,0
vipx/bot-detect-bundle,vipx/bot-detect-bundle,0
usmanhalalit/pixie,usmanhalalit/pixie,0
vinkla/instagram,vinkla/instagram,0
viison/address-splitter,viison/address-splitter,0
vimeo/ablincoln,vimeo/ablincoln,0
typo3/cms-scheduler,typo3/cms-scheduler,0
vend/chunky,vend/chunky,0
twitter/typeahead.js,twitter/typeahead.js,0
urodoz/truncate-html,urodoz/truncate-html,0
understand/understand-laravel5,understand/understand-laravel5,0
understand/understand-laravel5,understand/understand-laravel,1
web-token/jwt-core,web-token/jwt-core,0
vend/doxport,vend/doxport,0
typicms/nestablecollection,typicms/nestablecollection,0
web-token/jwt-signature,web-token/jwt-signature,0
vladkens/vk,vladkens/vk,0
webdevstudios/cmb2,webdevstudios/cmb2,0
vdb/uri,vdb/uri,0
typo3/cms-saltedpasswords,typo3/cms-saltedpasswords,0
webmozart/expression,webmozart/expression,0
typo3/surf,typo3/surf,0
ultraware/roles,ultraware/roles,0
unionofrad/lithium,unionofrad/lithium,0
umpirsky/language-list,umpirsky/language-list,0
typo3/phar-stream-wrapper,typo3/phar-stream-wrapper,0
vluzrmos/slack-api,vluzrmos/slack-api,0
typo3/cms-styleguide,typo3/cms-styleguide,0
typo3/cms-tstemplate,typo3/cms-tstemplate,0
vsmoraes/laravel-pdf,vsmoraes/laravel-pdf,0
vanilla/htmlawed,vanilla/htmlawed,0
typo3/cms-rte-ckeditor,typo3/cms-rte-ckeditor,0
vipsoft/unzip,vipsoft/unzip,0
voryx/restgeneratorbundle,voryx/restgeneratorbundle,0
typo3/cms-beuser,typo3/cms-beuser,0
vardot/blazy,vardot/blazy,0
typo3/cms-lang,typo3/cms-lang,0
web-token/jwt-key-mgmt,web-token/jwt-key-mgmt,0
webignition/string-parser,webignition/string-parser,0
webignition/internet-media-type,webignition/internet-media-type,0
webignition/quoted-string,webignition/quoted-string,0
voryx/thruway-common,voryx/thruway-common,0
typo3/cms-fluid-styled-content,typo3/cms-fluid-styled-content,0
vsch/laravel-translation-manager,vsch/laravel-translation-manager,0
typo3/cms-setup,typo3/cms-setup,0
typo3/cms-info,typo3/cms-info,0
umisoft/phpmorphy,umisoft/phpmorphy,0
tuupola/http-factory,tuupola/http-factory,0
undefinedor/google-play-scraper,undefinedor/google-play-scraper,0
usmanhalalit/laracsv,usmanhalalit/laracsv,0
tylercd100/monolog-sms,tylercd100/monolog-sms,0
valga/fbns-react,valga/fbns-react,0
typo3/cms-belog,typo3/cms-belog,0
vespakoen/menu,vespakoen/menu,0
voryx/thruway-bundle,voryx/thruway-bundle,0
unclecheese/dropzone,unclecheese/dropzone,0
vectorface/whip,vectorface/whip,0
webforge/fatal-error-handler,webforge/fatal-error-handler,0
voodoophp/handlebars,voodoophp/handlebars,0
way/database,way/database2,1
way/database,way/database,0
webfactory/piwik-bundle,webfactory/piwik-bundle,0
typo3/cms-reports,typo3/cms-reports,0
tylercd100/lern,tylercd100/lern,0
voskobovich/yii2-many-many-behavior,voskobovich/yii2-many-many-behavior,0
umpirsky/currency-list,umpirsky/currency-list,0
tuupola/callable-handler,tuupola/callable-handler,0
tylercd100/laravel-notify,tylercd100/laravel-notify,0
verot/class.upload.php,verot/class.upload.php,0
voku/simple_html_dom,voku/simple_html_dom,0
wapmorgan/unified-archive,wapmorgan/unified-archive,0
vkoptev/job_queue,vkoptev/job_queue,0
tylercd100/monolog-mailgun,tylercd100/monolog-mailgun,0
typo3/cms-sv,typo3/cms-sv,0
typo3/cms-sv,typo3/cms-seo,2
typo3/cms-cshmanual,typo3/cms-cshmanual,0
vrtak-cz/newrelic-tracy,vrtak-cz/newrelic-tracy,0
vinceg/usps-php-api,vinceg/usps-php-api,0
underscore/underscore.php,underscore/underscore.php,0
typo3/neosdemotypo3org,typo3/neosdemotypo3org,0
typo3/cms-form,typo3/cms-core,2
typo3/cms-form,typo3/cms-form,0
typo3/cms-viewpage,typo3/cms-viewpage,0
ukko/phpredis-phpdoc,ukko/phpredis-phpdoc,0
ulabox/money,ulabox/money,0
webignition/disallowed-character-terminated-string,webignition/disallowed-character-terminated-string,0
webpay/webpay,webpay/webpay,0
webpay/webpay,webpa/webpa,2
typo3/welcome,typo3/welcome,0
vojtech-dobes/nette-ajax-history,vojtech-dobes/nette-ajax-history,0
ttsuruoka/php-simple-dbi,ttsuruoka/php-simple-dbi,0
vinkla/translator,vinkla/translator,0
webmozart/console,webmozart/console,0
webonaute/doctrine-fixtures-generator-bundle,webonaute/doctrine-fixtures-generator-bundle,0
vrana/jush,vrana/jush,0
ublaboo/controls,ublaboo/controls,0
webklex/laravel-imap,webklex/laravel-imap,0
uzyn/cakephp-opauth,uzyn/cakephp-opauth,0
wingu/reflection,wandu/reflection,2
vluzrmos/lumen-cors,vluzrmos/lumen-cors,0
vclayton/unpecl-oauth,vclayton/unpecl-oauth,0
vrana/notorm,vrana/notorm,0
undefinedoffset/silverstripe-nocaptcha,undefinedoffset/silverstripe-nocaptcha,0
veritrans/veritrans-php,veritrans/veritrans-php,0
vjroby/laravel-pbkdf2,vjroby/laravel-pbkdf2,0
vanilla/garden-http,vanilla/garden-http,0
web-token/jwt-signature-algorithm-ecdsa,web-token/jwt-signature-algorithm-ecdsa,0
web-token/jwt-signature-algorithm-ecdsa,web-token/jwt-signature-algorithm-eddsa,1
web-token/jwt-signature-algorithm-eddsa,web-token/jwt-signature-algorithm-ecdsa,1
web-token/jwt-signature-algorithm-eddsa,web-token/jwt-signature-algorithm-eddsa,0
web-token/jwt-signature-algorithm-hmac,web-token/jwt-signature-algorithm-hmac,0
web-token/jwt-signature-algorithm-none,web-token/jwt-signature-algorithm-none,0
web-token/jwt-signature-algorithm-rsa,web-token/jwt-signature-algorithm-rsa,0
typo3/cms-impexp,typo3/cms-impexp,0
vaites/php-apache-tika,vaites/php-apache-tika,0
videlalvaro/thumper,videlalvaro/thumper,0
webignition/robots-txt-file,webignition/robots-txt-file,0
typo3/neos-base-distribution,typo3/neos-base-distribution,0
typo3/cms-lowlevel,typo3/cms-lowlevel,0
vipsoft/code-coverage-common,vipsoft/code-coverage-common,0
vaimo/composer-patches,vaimo/composer-patches,0
webcreate/vcs,webcreate/vcs,0
typisttech/travis-nginx-wordpress,typisttech/travis-nginx-wordpress,0
vmelnik/doctrine-encrypt-bundle,vmelnik/doctrine-encrypt-bundle,0
webcreate/util,webcreate/util,0
typo3/cms-t3editor,typo3/cms-t3editor,0
vjroby/laravel-nonce,vjroby/laravel-nonce,0
voryx/event-loop,voryx/event-loop,0
vexxhost/cloud-flare-api,vexxhost/cloud-flare-api,0
vinelab/neoeloquent,vinelab/neoeloquent,0
understeam/yii2-slack,understeam/yii2-slack,0
web-token/jwt-util-ecc,web-token/jwt-util-ecc,0
webmil/text-language-detect,webmil/text-language-detect,0
udokmeci/yii2-phone-validator,udokmeci/yii2-phone-validator,0
vasek-purchart/doctrine-date-time-immutable-types-bundle,vasek-purchart/doctrine-date-time-immutable-types-bundle,0
vdb/php-spider,vdb/php-spider,0
typo3/cms-felogin,typo3/cms-felogin,0
vova07/yii2-select2-widget,vova07/yii2-select2-widget,0
violuke/php-barcodes,violuke/php-barcodes,0
verbb/super-table,verbb/super-table,0
uecode/api-key-bundle,uecode/api-key-bundle,0
typisttech/imposter,typisttech/imposter,0
twistor/flysystem-http,twistor/flysystem-http,0
bear/package,uber/package,2
vipnytt/useragentparser,vipnytt/useragentparser,0
typo3/cms-about,typo3/cms-about,0
vipsoft/code-coverage-extension,vipsoft/code-coverage-extension,0
user11001/eloquent-model-generator,user11001/eloquent-model-generator,0
weberhofer/jsonrpcphp,weberhofer/jsonrpcphp,0
tuurbo/spreedly,tuurbo/spreedly,0
typo3/cms-base-distribution,typo3/cms-base-distribution,0
typo3/cms-base-distribution,typo3/ihs-base-distribution,2
webino/webino-image-thumb,webino/webino-image-thumb,0
websight/l5-google-cloud-storage,websight/l5-google-cloud-storage,0
udokmeci/yii2-beanstalk,udokmeci/yii2-beanstalk,0
watson/autologin,watson/autologin,0
vectorface/dunit,vectorface/dunit,0
typo3/cms-sys-note,typo3/cms-sys-note,0
typo3-ci/typo3sniffpool,typo3-ci/typo3sniffpool,0
waavi/sanitizer,waavi/sanitizer,0
uafrica/oauth-server,uafrica/oauth-server,0
verdant/xml2array,verdant/xml2array,0
vend/statsd,vend/statsd,0
volnix/csrf,volnix/csrf,0
vasildakov/postcode,vasildakov/postcode,0
vanare/behat-cucumber-json-formatter,vanare/behat-cucumber-json-formatter,0
vektah/common,vektah/common,0
vova07/yii2-console-runner-extension,vova07/yii2-console-runner-extension,0
webignition/readable-duration,webignition/readable-duration,0
verkkokauppacom/parallel-phpunit,verkkokauppacom/parallel-phpunit,0
way/phpunit-wrappers,way/phpunit-wrappers,0
wapmorgan/morphos,wapmorgan/morphos,0
vova07/yii2-fileapi-widget,vova07/yii2-fileapi-widget,0
vtalbot/markdown,vtalbot/markdown,0
waavi/url-shortener,waavi/url-shortener,0
typo3/cms-redirects,typo3/cms-redirects,0
webmozart/key-value-store,webmozart/key-value-store,0
vesax/seo-bundle,vesax/seo-bundle,0
vrtak-cz/newrelic-nette,vrtak-cz/newrelic-nette,0
vitess/php-client,vitess/php-client,0
unlu/laravel-api-query-builder,unlu/laravel-api-query-builder,0
wapmorgan/php-code-fixer,wapmorgan/php-code-fixer,0
vufind-org/vufindhttp,vufind-org/vufindhttp,0
voku/simple-cache,voku/simple-cache,0
unclecheese/bootstrap-forms,unclecheese/bootstrap-forms,0
vufind-org/vufindcode,vufind-org/vufindcode,0
voku/html-min,voku/html-min,0
typo3/typo3cr-search,typo3/typo3cr-search,0
viacreative/sudo-su,viacreative/sudo-su,0
wbraganca/yii2-tagsinput,wbraganca/yii2-tagsinput,0
voku/html2text,voku/html2text,0
vasek-purchart/console-errors-bundle,vasek-purchart/console-errors-bundle,0
voskobovich/yii2-linker-behavior,voskobovich/yii2-linker-behavior,0
vria/nodiacritic,vria/nodiacritic,0
wayfair/hypernova-php,wayfair/hypernova-php,0
visualappeal/piwik-php-api,visualappeal/piwik-php-api,0
unionofrad/li3_quality,unionofrad/li3_quality,0
vluzrmos/language-detector,vluzrmos/language-detector,0
vzaar/vzaar-api-php,vzaar/vzaar-api-php,0
ublaboo/api-router,ublaboo/api-router,0
vektah/bugfree-dangerzone,vektah/bugfree-dangerzone,0
webfactory/icu-translation-bundle,webfactory/icu-translation-bundle,0
vpietri/adm-quickdevbar,vpietri/adm-quickdevbar,0
vlucas/bulletphp,vlucas/bulletphp,0
websemantics/lcss2php,websemantics/lcss2php,0
wallabag/php-mobi,wallabag/php-mobi,0
typo3/cms-adminpanel,typo3/cms-adminpanel,0
vektah/parser-combinator,vektah/parser-combinator,0
vaimo/magento-composer-plugin,vaimo/magento-composer-plugin,0
vivait/string-generator-bundle,vivait/string-generator-bundle,0
vinelab/rss,vinelab/rss,0
typo3/cms-filemetadata,typo3/cms-filemetadata,0
warrence/yii2-kartikgii,warrence/yii2-kartikgii,0
vufind-org/vufindharvest,vufind-org/vufindharvest,0
vitalybaev/laravel5-dkim,vitalybaev/laravel5-dkim,0
vinkla/facebook,vinkla/facebook,0
typo3/cms-info-pagetsconfig,typo3/cms-info-pagetsconfig,0
typo3/cms-documentation,typo3/cms-documentation,0
voceconnect/wp-cache-bucket,voceconnect/wp-cache-bucket,0
webdevstudios/cmb2-attached-posts,webdevstudios/cmb2-attached-posts,0
typisttech/imposter-plugin,typisttech/imposter-plugin,0
vimeo/laravel,vimeo/laravel,0
typo3/cms-seo,typo3/cms-sv,2
typo3/cms-seo,typo3/cms-seo,0
uafrica/delayed-jobs,uafrica/delayed-jobs,0
usertech/kupnajisto-api-php,usertech/kupnajisto-api-php,0
urbanindo/yii2-queue,urbanindo/yii2-queue,0
typo3/cms-recycler,typo3/cms-recycler,0
vanilla/garden-cli,vanilla/garden-cli,0
uam/datatables-bundle,uam/datatables-bundle,0
tss/automailer-bundle,tss/automailer-bundle,0
vich/geographical-bundle,vich/geographical-bundle,0
uafrica/commonmark-ext,uafrica/commonmark-ext,0
tylercd100/laravel-validator-color,tylercd100/laravel-validator-color,0
understeam/yii2-httpclient,understeam/yii2-httpclient,0
upyun/sdk,upyun/sdk,0
walczakmac/staffim-rollbar-bundle,walczakmac/staffim-rollbar-bundle,0
tuupola/ksuid,tuupola/ksuid,0
vinyvicente/silex-knp-paginator,vinyvicente/silex-knp-paginator,0
vektah/phpunit-parallel,vektah/phpunit-parallel,0
vesax/admin-extra-bundle,vesax/admin-extra-bundle,0
vesax/maintenance-bundle,vesax/maintenance-bundle,0
webpatser/laravel-sanitize,webpatser/laravel-sanitize,0
turbo124/laravel-push-notification,turbo124/laravel-push-notification,0
united-prototype/php-ga,unitedprototype/php-ga,1
united-prototype/php-ga,united-prototype/php-ga,0
webbj74/jsdl-loader,webbj74/jsdl-loader,0
web-token/jwt-framework,web-token/jwt-framework,0
vink/omnipay-komoju,vink/omnipay-komoju,0
vincentlanglet/symfony3-custom-coding-standard,vincentlanglet/symfony3-custom-coding-standard,0
vanilla/nbbc,vanilla/nbbc,0
typo3/cms-func,typo3/cms-func,0
ttsuruoka/php-time,ttsuruoka/php-time,0
wa72/jsonrpc-bundle,wa72/jsonrpc-bundle,0
vitalets/x-editable-yii,vitalets/x-editable-yii,0
venture-oak-labs/wsdl2php-generator-cli,venture-oak-labs/wsdl2php-generator-cli,0
vetruvet/laravel-phpredis,vetruvet/laravel-phpredis,0
wdalmut/php-deb-packager,wdalmut/php-deb-packager,0
unisolutions/silverstripe-copybutton,unisolutions/silverstripe-copybutton,0
tuck/converter-bundle,tuck/converter-bundle,0
vinkla/climb,vinkla/climb,0
uran1980/fancybox-bundle,uran1980/fancybox-bundle,0
wbraganca/yii2-videojs-widget,wbraganca/yii2-videojs-widget,0
vinkla/shield,vinkla/shield,0
uvinum/zipcodevalidator,uvinum/zipcodevalidator,0
voku/simple-mysqli,voku/simple-mysqli,0
vanderlee/swaggergen,vanderlee/swaggergen,0
unreal4u/telegram-api,unreal4u/telegram-api,0
vgrem/php-spo,vgrem/php-spo,0
unionofrad/li3_docs,unionofrad/li3_docs,0
unclecheese/dashboard,unclecheese/dashboard,0
vipnytt/robotstxtparser,vipnytt/robotstxtparser,0
vipnytt/robotstxtparser,vipnytt/robotstagparser,2
uestla/recaptcha-control,uestla/recaptcha-control,0
webdevops/metaseo,webdevops/metaseo,0
typo3/cms-rsaauth,typo3/cms-rsaauth,0
unikent/curl,unikent/curl,0
unbabel/unbabel-php,unbabel/unbabel-php,0
vinkla/gitlab,vinkla/gitlab,0
vanilla/garden-password,vanilla/garden-password,0
typo3/cms-wizard-crpages,typo3/cms-wizard-crpages,0
vkartaviy/retry,vkartaviy/retry,0
webpt/aquaduck,webpt/aquaduck,0
voku/stop-words,voku/stop-words,0
voku/httpful,voku/httpful,0
web-token/jwt-checker,web-token/jwt-checker,0
webd/language,webd/language,0
voku/bounce-mail-handler,voku/bounce-mail-handler,0
urmaul/httpclient,urmaul/httpclient,0
tweedegolf/prometheus-client,tweedegolf/prometheus-client,0
uecode/amazon-bundle,uecode/amazon-bundle,0
umpirsky/symfony-upgrade-fixer,umpirsky/symfony-upgrade-fixer,0
vardot/slick,vardot/slick,0
uam/twig-i18n-extension,uam/twig-i18n-extension,0
uri-template/uri-template,uri-template/uri-template,0
webfactory/slimdump,webfactory/slimdump,0
psx/data,vox/data,2
validator/livr,validator/livr,0
webpt/aquaduck-zend-serializer,webpt/aquaduck-zend-serializer,0
webpt/aquaduck-array-utils,webpt/aquaduck-array-utils,0
webpt/aquaduck-zend-hydrator,webpt/aquaduck-zend-hydrator,0
wearejust/grumphp-extra-tasks,wearejust/grumphp-extra-tasks,0
vaclav-sir/n-browser-kit,vaclav-sir/n-browser-kit,0
ubirak/rest-api-behat-extension,ubirak/rest-api-behat-extension,0
vanilla/garden-schema,vanilla/garden-schema,0
unclecheese/silverstripe-kickassets,unclecheese/silverstripe-kickassets,0
voku/css-to-inline-styles,voku/css-to-inline-styles,0
useallfive/doctrine-data-fixtures-command,useallfive/doctrine-data-fixtures-command,0
wapmorgan/time-parser,wapmorgan/time-parser,0
webdevstudios/cmb2-post-search-field,webdevstudios/cmb2-post-search-field,0
typo3/cms-context-help,typo3/cms-context-help,0
vend/pheat,vend/pheat,0
vend/pheat-bundle,vend/pheat-bundle,0
webeith/php-imap,webeith/php-imap,0
vyuldashev/xml-to-array,vyuldashev/xml-to-array,0
tucker-eric/laravel-xml-middleware,tucker-eric/laravel-xml-middleware,0
webeith/imap-bundle,webeith/imap-bundle,0
unionofrad/li3_twig,unionofrad/li3_twig,0
webeith/spamassassin-bundle,webeith/spamassassin-bundle,0
vkcom/vk-php-sdk,vkcom/vk-php-sdk,0
vipsoft/jira-extension,vipsoft/jira-extension,0
tsg/phpickle,tsg/phpickle,0
typo3/extjs,typo3/extjs,0
ublaboo/mailing,ublaboo/mailing,0
typo3/flow-base-distribution,typo3/flow-base-distribution,0
typo3-ci/typo3flow,typo3-ci/typo3flow,0
vnn/keyper,vnn/keyper,0
vanilla/garden-container,vanilla/garden-container,0
urmaul/yii2-slack-log,urmaul/yii2-slack-log,0
urmaul/yii2-slack-log,urmaul/yii-slack-log,1
vanilla/legacy-passwords,vanilla/legacy-passwords,0
twineis/raven-php,twineis/raven-php,0
typo3/cms-wizard-sortpages,typo3/cms-wizard-sortpages,0
usu/codice-fiscale,usu/codice-fiscale,0
vardot/dropzone,vardot/dropzone,0
vluzrmos/collective-html,vluzrmos/collective-html,0
wataridori/chatwork-sdk,wataridori/chatwork-sdk,0
webignition/web-resource-model,webignition/web-resource-model,0
vanilla/legacy-oauth,vanilla/legacy-oauth,0
wallabag/tcpdf,wallabag/tcpdf,0
typo3-themes/themes,typo3-themes/themes,0
vihuvac/recaptcha-bundle,vihuvac/recaptcha-bundle,0
vardot/ace,vardot/ace,0
voda/gettext-extractor,voda/gettext-extractor,0
vinyvicente/doctrine-point-type,vinyvicente/doctrine-point-type,0
psr/log,xmr/log,2
zendframework/zend-eventmanager,zendframework/zend-eventmanager,0
zendframework/zend-code,zendframework/zend-code,0
zendframework/zend-stdlib,zendframework/zend-stdlib,0
zendframework/zend-diactoros,zendframework/zend-diactoros,0
willdurand/jsonp-callback-validator,willdurand/jsonp-callback-validator,0
willdurand/negotiation,willdurand/negotiation,0
zendframework/zend-escaper,zendframework/zend-escaper,0
zendframework/zend-validator,zendframework/zend-validator,0
zendframework/zend-servicemanager,zendframework/zend-servicemanager,0
zendframework/zend-loader,zendframework/zend-loader,0
zendframework/zend-uri,zendframework/zend-uri,0
zendframework/zend-uri,zendframework/zend-di,2
zendframework/zend-json,zendframework/zend-json,0
zendframework/zend-http,zendframework/zend-http,0
zendframework/zend-math,zendframework/zend-mail,2
zendframework/zend-math,zendframework/zend-math,0
zendframework/zend-filter,zendframework/zend-filter,0
zendframework/zend-filter,zendframework/zend-file,2
zendframework/zend-config,zendframework/zend-config,0
zendframework/zend-i18n,zendframework/zend-i18n,0
zendframework/zend-serializer,zendframework/zend-serializer,0
zendframework/zend-feed,zendframework/zend-feed,0
zendframework/zend-hydrator,zendframework/zend-hydrator,0
zendframework/zend-crypt,zendframework/zend-crypt,0
yiisoft/yii2,yiisoft/yii,1
yiisoft/yii2,yiisoft/yii2,0
zendframework/zend-server,zendframework/zend-server,0
zendframework/zend-inputfilter,zendframework/zend-inputfilter,0
zendframework/zend-view,zendframework/zend-view,0
yiisoft/yii2-composer,yiisoft/yii2-composer,0
zendframework/zend-mvc,zendframework/zend-mvc,0
zendframework/zend-modulemanager,zendframework/zend-modulemanager,0
zendframework/zend-form,zendframework/zend-dom,2
zendframework/zend-form,zendframework/zend-form,0
zendframework/zend-log,zendframework/zend-tag,2
zendframework/zend-log,zendframework/zend-dom,2
zendframework/zend-log,zendframework/zend-log,0
yiisoft/yii2-bootstrap,yiisoft/yii2-bootstrap4,1
yiisoft/yii2-bootstrap,yiisoft/yii2-bootstrap,0
yiisoft/yii2-bootstrap,yiisoft/yii-bootstrap3,2
yiisoft/yii2-bootstrap,yiisoft/yii-bootstrap4,2
